https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DAI
1632366000000,2021-09-23 03:00:00,DAI/USD,1.0005,1.0006,1.0004,1.0004,1116.0144060114958,1115.56817874
1632362400000,2021-09-23 02:00:00,DAI/USD,1.0004,1.0008,1.0004,1.0005,76.81926659807999,76.78087615999999
1632358800000,2021-09-23 01:00:00,DAI/USD,1.0004,1.0007,1.0004,1.0007,4466.384274084462,4463.259992089999
1632355200000,2021-09-23 00:00:00,DAI/USD,1.0006,1.0008,1.0004,1.0005,125.093148166425,125.03063285
1632351600000,2021-09-22 23:00:00,DAI/USD,1.0004,1.0008,1.0004,1.0005,346.077422104935,345.90446987
1632348000000,2021-09-22 22:00:00,DAI/USD,1.0004,1.0008,1.0004,1.0006,206.40683623983998,206.2830664
1632344400000,2021-09-22 21:00:00,DAI/USD,1.0004,1.0007,1.0004,1.0006,187.80375568459996,187.691141
1632340800000,2021-09-22 20:00:00,DAI/USD,1.0006,1.0006,1.0004,1.0004,1755.9417910980878,1755.23969522
1632337200000,2021-09-22 19:00:00,DAI/USD,1.0004,1.0006,1.0004,1.0004,3106.724704614644,3105.48251161
1632333600000,2021-09-22 18:00:00,DAI/USD,1.0004,1.0005,1.0004,1.0005,8215.979524343775,8211.87358755
1632330000000,2021-09-22 17:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0004,445.34319939333596,445.16513334
1632326400000,2021-09-22 16:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0003,250.69077955846396,250.61559487999997
1632322800000,2021-09-22 15:00:00,DAI/USD,1.0006,1.0006,1.0003,1.0003,1258.923457027978,1258.54589326
1632319200000,2021-09-22 14:00:00,DAI/USD,1.0004,1.0008,1.0003,1.0006,528.744152387678,528.42709613
1632315600000,2021-09-22 13:00:00,DAI/USD,1.0009,1.001,1.0003,1.0003,655.415156927405,655.21859135
1632312000000,2021-09-22 12:00:00,DAI/USD,1.0008,1.0011,1.0003,1.0011,91.710735891423,91.60996492999999
1632308400000,2021-09-22 11:00:00,DAI/USD,1.0007,1.001,1.0001,1.0003,469.95895600318,469.8180106
1632304800000,2021-09-22 10:00:00,DAI/USD,1.0008,1.0009,1.0001,1.0008,48.431923897463996,48.39320933
1632301200000,2021-09-22 09:00:00,DAI/USD,0.9999,1.0006,0.9999,1.0,16.18154954,16.18154954
1632297600000,2021-09-22 08:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,1149.9223002695999,1150.037304
1632294000000,2021-09-22 07:00:00,DAI/USD,0.99991,1.0007,0.99991,1.0007,875.085712456665,874.47358095
1632290400000,2021-09-22 06:00:00,DAI/USD,0.99981,0.99981,0.99981,0.99981,499.905,500.0
1632283200000,2021-09-22 04:00:00,DAI/USD,1.0008,1.0008,1.0008,1.0008,15.923158514135999,15.91043017
1632279600000,2021-09-22 03:00:00,DAI/USD,1.0002,1.0009,1.0002,1.0002,367.569967113564,367.49646782
1632276000000,2021-09-22 02:00:00,DAI/USD,1.001,1.0013,0.9998,0.9998,10232.345543565589,10234.39242205
1632272400000,2021-09-22 01:00:00,DAI/USD,1.0012,1.0012,0.9999,0.9999,108.017601829533,108.02840467
1632268800000,2021-09-22 00:00:00,DAI/USD,1.0001,1.0015,0.9999,1.0005,492.266809109355,492.02079871
1632265200000,2021-09-21 23:00:00,DAI/USD,1.0005,1.0013,0.9994,1.0005,13831.434842190449,13824.5225809
1632261600000,2021-09-21 22:00:00,DAI/USD,1.0002,1.0016,1.0002,1.0002,476.96989371376196,476.87451881
1632258000000,2021-09-21 21:00:00,DAI/USD,1.0003,1.002,0.9989,1.0002,83410.32589171246,83393.64716228
1632254400000,2021-09-21 20:00:00,DAI/USD,1.0013,1.0013,0.998,1.0003,179044.64938493978,178990.95209931
1632250800000,2021-09-21 19:00:00,DAI/USD,1.0014,1.0015,1.0008,1.0008,4115.0415056431675,4111.75210396
1632247200000,2021-09-21 18:00:00,DAI/USD,1.0008,1.0012,1.0008,1.0011,948.355363370592,947.31331872
1632243600000,2021-09-21 17:00:00,DAI/USD,1.0012,1.0012,1.0008,1.0012,1162.3369895182682,1160.94385689
1632240000000,2021-09-21 16:00:00,DAI/USD,1.0008,1.0012,1.0008,1.001,262.23621430006,261.97424006
1632236400000,2021-09-21 15:00:00,DAI/USD,1.0008,1.0011,1.0008,1.001,91.08886624837999,90.99786838
1632232800000,2021-09-21 14:00:00,DAI/USD,1.0008,1.001,1.0007,1.0008,7934.656240101383,7928.31358923
1632229200000,2021-09-21 13:00:00,DAI/USD,1.0007,1.0008,1.0007,1.0007,4566.251129312594,4563.05698942
1632225600000,2021-09-21 12:00:00,DAI/USD,1.0007,1.0008,1.0007,1.0008,4059.5571632108154,4056.31211352
1632222000000,2021-09-21 11:00:00,DAI/USD,1.0007,1.0008,1.0007,1.0007,165.28035556817497,165.16474025
1632218400000,2021-09-21 10:00:00,DAI/USD,1.0008,1.001,1.0007,1.0007,39.097360798253,39.07001179
1632214800000,2021-09-21 09:00:00,DAI/USD,1.0008,1.0011,1.0008,1.0008,4034.510088388272,4031.28506034
1632211200000,2021-09-21 08:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,2639.9779649866796,2637.8676708499997
1632207600000,2021-09-21 07:00:00,DAI/USD,1.0008,1.001,1.0008,1.001,20.301837736179998,20.28155618
1632204000000,2021-09-21 06:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,225.301419227736,225.12132217
1632200400000,2021-09-21 05:00:00,DAI/USD,1.0008,1.0011,1.0008,1.0008,1561.9422597638397,1560.6937048
1632196800000,2021-09-21 04:00:00,DAI/USD,1.0008,1.0008,1.0008,1.0008,16.168393565351998,16.155469189999998
1632193200000,2021-09-21 03:00:00,DAI/USD,1.0007,1.001,1.0007,1.0008,124.29402080205598,124.19466507
1632189600000,2021-09-21 02:00:00,DAI/USD,1.0007,1.0011,1.0007,1.0007,1649.8053351354679,1648.6512792400001
1632186000000,2021-09-21 01:00:00,DAI/USD,1.0007,1.0008,1.0007,1.0007,13207.03536759683,13197.79690976
1632182400000,2021-09-21 00:00:00,DAI/USD,1.0007,1.0036,1.0007,1.0008,99748.70874519307,99668.97356634
1632178800000,2021-09-20 23:00:00,DAI/USD,1.0007,1.0008,1.0007,1.0007,587.1768476179379,586.76611134
1632175200000,2021-09-20 22:00:00,DAI/USD,1.0007,1.0009,1.0007,1.0007,377.30681931250297,377.04288929
1632171600000,2021-09-20 21:00:00,DAI/USD,1.0007,1.0009,1.0007,1.0007,1358.164866010948,1357.21481564
1632168000000,2021-09-20 20:00:00,DAI/USD,1.0007,1.0009,1.0007,1.0007,1781.797089803017,1780.5507043100001
1632164400000,2021-09-20 19:00:00,DAI/USD,1.0008,1.0014,1.0007,1.0009,28845.231617817688,28819.29425299
1632160800000,2021-09-20 18:00:00,DAI/USD,1.0008,1.0008,1.0007,1.0008,1149.7481630898478,1148.82909981
1632157200000,2021-09-20 17:00:00,DAI/USD,1.0007,1.0008,1.0007,1.0008,1411.0761444787438,1409.94818593
1632153600000,2021-09-20 16:00:00,DAI/USD,1.0008,1.001,1.0007,1.0007,2563.8252624781326,2562.03184019
1632150000000,2021-09-20 15:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,268.80212515428,268.58725535
1632146400000,2021-09-20 14:00:00,DAI/USD,1.0011,1.0011,1.0008,1.0008,694.167382463976,693.61249247
1632142800000,2021-09-20 13:00:00,DAI/USD,1.0005,1.0025,1.0005,1.0008,64371.27057087528,64319.8147191
1632139200000,2021-09-20 12:00:00,DAI/USD,1.0007,1.0012,1.0005,1.001,21779.415340953266,21757.657683269998
1632135600000,2021-09-20 11:00:00,DAI/USD,1.0006,1.0021,1.0006,1.0007,65434.849328292075,65389.076974409996
1632132000000,2021-09-20 10:00:00,DAI/USD,1.0006,1.0007,1.0006,1.0006,29.53515261529,29.51744215
1632128400000,2021-09-20 09:00:00,DAI/USD,1.0006,1.0011,1.0006,1.0007,39.576594317056,39.54891008
1632124800000,2021-09-20 08:00:00,DAI/USD,1.001,1.001,1.0005,1.0006,18829.356857710856,18818.0660181
1632121200000,2021-09-20 07:00:00,DAI/USD,1.0009,1.001,1.0002,1.001,2968.6439973390197,2965.67831902
1632117600000,2021-09-20 06:00:00,DAI/USD,1.0001,1.0009,1.0001,1.0009,26.604752396684997,26.58082965
1632114000000,2021-09-20 05:00:00,DAI/USD,1.0003,1.0006,1.0,1.0006,10128.843980781152,10122.770318589999
1632110400000,2021-09-20 04:00:00,DAI/USD,1.0009,1.001,1.0001,1.0003,2425.616078923702,2424.8886123400002
1632106800000,2021-09-20 03:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,22.937585219856,22.91924982
1632103200000,2021-09-20 02:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0008,1429.493805369576,1428.35112447
1632099600000,2021-09-20 01:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0008,43.74032689008,43.7053626
1632096000000,2021-09-20 00:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,895.4294036962319,894.71363279
1632092400000,2021-09-19 23:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,67.824584784792,67.77036849
1632088800000,2021-09-19 22:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,191.432231326368,191.27920796
1632085200000,2021-09-19 21:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,239.63511123511196,239.44355639
1632081600000,2021-09-19 20:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0008,141.385994801136,141.27297642000002
1632078000000,2021-09-19 19:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,124.17510826807198,124.07584759
1632074400000,2021-09-19 18:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0008,375.408646357608,375.10855951
1632070800000,2021-09-19 17:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0008,3090.4283281494236,3087.95796178
1632067200000,2021-09-19 16:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0009,69.82948785804699,69.76669783
1632063600000,2021-09-19 15:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0009,141.50831923864297,141.38107627
1632060000000,2021-09-19 14:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0008,133.629503368176,133.52268522
1632056400000,2021-09-19 13:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0009,23.599715665517994,23.57849502
1632052800000,2021-09-19 12:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0008,208.63361837591998,208.4668449
1632049200000,2021-09-19 11:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,30.129002354736,30.10491842
1632045600000,2021-09-19 10:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,15.861901667831999,15.84922229
1632042000000,2021-09-19 09:00:00,DAI/USD,1.0008,1.001,1.0008,1.0008,197.83615042641597,197.67800802
1632038400000,2021-09-19 08:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0008,709.970642365896,709.4031198700001
1632034800000,2021-09-19 07:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0009,63.214863278954,63.15802106
1632031200000,2021-09-19 06:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0009,34.020739263317,33.99014813
1632027600000,2021-09-19 05:00:00,DAI/USD,1.0008,1.0009,1.0008,1.0009,17.358846984262996,17.343238069999998
1632024000000,2021-09-19 04:00:00,DAI/USD,1.0007,1.0008,1.0007,1.0007,26.355987355748997,26.33755107
1632020400000,2021-09-19 03:00:00,DAI/USD,1.0007,1.0009,1.0007,1.0008,3029.3638969544636,3026.94234308
1632016800000,2021-09-19 02:00:00,DAI/USD,1.0007,1.0009,1.0007,1.0009,47.29733302332999,47.2548037
1632013200000,2021-09-19 01:00:00,DAI/USD,1.0005,1.0009,1.0005,1.0009,2060.366632552982,2058.51396998
1632009600000,2021-09-19 00:00:00,DAI/USD,1.0005,1.0007,1.0005,1.0007,2067.930035728096,2066.48349728
1632006000000,2021-09-18 23:00:00,DAI/USD,1.0005,1.0007,1.0005,1.0007,178.189968866198,178.06532314
1632002400000,2021-09-18 22:00:00,DAI/USD,1.0006,1.0006,1.0005,1.0006,63.795430165516,63.757175860000004
1631998800000,2021-09-18 21:00:00,DAI/USD,1.0005,1.0006,1.0005,1.0005,167.23125009812998,167.14767626
1631995200000,2021-09-18 20:00:00,DAI/USD,1.0005,1.0006,1.0005,1.0005,85.24611603714,85.20351428000001
1631991600000,2021-09-18 19:00:00,DAI/USD,1.0007,1.002,1.0004,1.0005,16256.999203873243,16248.87476649
1631988000000,2021-09-18 18:00:00,DAI/USD,1.0005,1.0007,1.0005,1.0005,18.50360271777,18.49435554
1631984400000,2021-09-18 17:00:00,DAI/USD,1.0005,1.0006,1.0005,1.0005,38.975613447689994,38.95613538
1631980800000,2021-09-18 16:00:00,DAI/USD,1.0005,1.0015,1.0005,1.0005,6081.03300318309,6077.99400618
1631977200000,2021-09-18 15:00:00,DAI/USD,1.0005,1.0007,1.0005,1.0007,130.73100734175497,130.63955965
1631973600000,2021-09-18 14:00:00,DAI/USD,1.0005,1.0008,1.0005,1.0005,1393.3914998961598,1392.6951523199998
1631970000000,2021-09-18 13:00:00,DAI/USD,1.0005,1.0007,1.0005,1.0005,220.67912450004,220.56884008
1631966400000,2021-09-18 12:00:00,DAI/USD,1.0004,1.0008,0.9992,1.0007,34888.05979145295,34863.65523279
1631962800000,2021-09-18 11:00:00,DAI/USD,1.0009,1.0052,1.0003,1.0005,11732.127062895464,11726.26393093
1631959200000,2021-09-18 10:00:00,DAI/USD,1.0004,1.0015,1.0004,1.0005,72.045803709405,72.00979881
1631955600000,2021-09-18 09:00:00,DAI/USD,1.0005,1.0012,1.0004,1.0004,58.32234521023999,58.29902559999999
1631952000000,2021-09-18 08:00:00,DAI/USD,1.001,1.0016,1.0004,1.0016,58.00601080912,57.91334945
1631948400000,2021-09-18 07:00:00,DAI/USD,1.0012,1.002,1.0007,1.0007,2074.372963292565,2072.92191795
1631944800000,2021-09-18 06:00:00,DAI/USD,1.0012,1.002,1.0012,1.0013,624.4012706937831,623.59060291
1631941200000,2021-09-18 05:00:00,DAI/USD,1.0011,1.006,0.9998,1.0012,316495.49338344845,316116.15399865
1631937600000,2021-09-18 04:00:00,DAI/USD,1.0005,1.0108,1.0003,1.0014,204386.85924449167,204101.11767974
1631934000000,2021-09-18 03:00:00,DAI/USD,1.0005,1.0005,1.0003,1.0005,26.43598186524,26.42277048
1631930400000,2021-09-18 02:00:00,DAI/USD,1.0005,1.0005,1.0003,1.0005,519.8694070811399,519.60960228
1631926800000,2021-09-18 01:00:00,DAI/USD,1.0004,1.0005,1.0003,1.0005,1018.3189520835299,1017.81004706
1631923200000,2021-09-18 00:00:00,DAI/USD,1.0011,1.0011,1.0004,1.0004,218.517203342564,218.42983141
1631919600000,2021-09-17 23:00:00,DAI/USD,1.0004,1.001,1.0003,1.001,1103.7620896502197,1102.6594302199999
1631916000000,2021-09-17 22:00:00,DAI/USD,1.001,1.001,1.0003,1.0005,25.131892996664998,25.11933333
1631912400000,2021-09-17 21:00:00,DAI/USD,1.0009,1.001,1.0001,1.0007,55708.951430810164,55669.9824431
1631908800000,2021-09-17 20:00:00,DAI/USD,1.0009,1.0009,1.0003,1.0009,656.1391094637339,655.54911526
1631905200000,2021-09-17 19:00:00,DAI/USD,1.0004,1.0008,1.0003,1.0003,39.524864823276,39.51301092
1631901600000,2021-09-17 18:00:00,DAI/USD,1.0009,1.001,1.0003,1.0004,250.24457697766798,250.14451917
1631898000000,2021-09-17 17:00:00,DAI/USD,1.0004,1.001,1.0003,1.0003,1137.9700922610862,1137.62880362
1631894400000,2021-09-17 16:00:00,DAI/USD,1.0004,1.001,1.0002,1.0009,1882.0341493875567,1880.34184173
1631890800000,2021-09-17 15:00:00,DAI/USD,1.0003,1.0009,1.0,1.0009,3556.9807085039865,3553.78230443
1631887200000,2021-09-17 14:00:00,DAI/USD,1.0009,1.001,1.0001,1.0003,272.615142844849,272.53338283
1631883600000,2021-09-17 13:00:00,DAI/USD,0.9999,1.0009,0.9998,1.0001,2271.93752093499,2271.7103499
1631880000000,2021-09-17 12:00:00,DAI/USD,1.0001,1.0006,0.9999,1.0,323.6811232,323.6811232
1631876400000,2021-09-17 11:00:00,DAI/USD,1.0001,1.0008,0.9998,0.9998,387.08301360086205,387.16044569
1631872800000,2021-09-17 10:00:00,DAI/USD,1.0003,1.0008,1.0001,1.0008,50260.50694108123,50220.33067654
1631869200000,2021-09-17 09:00:00,DAI/USD,1.0004,1.0007,1.0003,1.0003,3078.9319472534066,3078.00854469
1631865600000,2021-09-17 08:00:00,DAI/USD,1.0004,1.0004,1.0004,1.0004,34.977169663756,34.96318439
1631862000000,2021-09-17 07:00:00,DAI/USD,1.0003,1.0004,1.0002,1.0004,35200.88612791134,35186.81140335
1631858400000,2021-09-17 06:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,19.022541861043,19.01683681
1631854800000,2021-09-17 05:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,20.978391619996998,20.97209999
1631851200000,2021-09-17 04:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,64.480714252752,64.46137584
1631847600000,2021-09-17 03:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0003,81.5378490185,81.513395
1631844000000,2021-09-17 02:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,2753.191791244426,2752.3660814200002
1631840400000,2021-09-17 01:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0003,5219.715448971191,5218.15000397
1631836800000,2021-09-17 00:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,236.65568187204,236.6083602
1631833200000,2021-09-16 23:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,239.07754717362602,239.00584542
1631829600000,2021-09-16 22:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,171.650269486955,171.59878985
1631826000000,2021-09-16 21:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,314.305448275476,314.21118492
1631822400000,2021-09-16 20:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,807.547419678433,807.30522811
1631818800000,2021-09-16 19:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0003,2275.387958534061,2274.70554687
1631815200000,2021-09-16 18:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,2751.6282707489518,2750.80302984
1631811600000,2021-09-16 17:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,255.42352060922397,255.37244611999998
1631808000000,2021-09-16 16:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,28464.52336692012,28458.8316006
1631804400000,2021-09-16 15:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,7410.236470873985,7408.75471993
1631800800000,2021-09-16 14:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,238.445014290672,238.37350224
1631797200000,2021-09-16 13:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,4342.585694012706,4341.28330902
1631793600000,2021-09-16 12:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,498.04821017409,497.94862045
1631790000000,2021-09-16 11:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,308.53566949493995,308.4739747
1631786400000,2021-09-16 10:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,157.744286343175,157.69697725
1631782800000,2021-09-16 09:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,3751.55282408271,3750.80266355
1631779200000,2021-09-16 08:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,74.133821016262,74.11158754
1631775600000,2021-09-16 07:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,88.77886547265001,88.76111325000001
1631772000000,2021-09-16 06:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,21.266255630646,21.26200323
1631768400000,2021-09-16 05:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,30.05239821556,30.0433852
1631764800000,2021-09-16 04:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,2112.321164276904,2111.89878452
1631761200000,2021-09-16 03:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,10848.647909962849,10846.47861424
1631757600000,2021-09-16 02:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,1015.7315544497519,1015.52844876
1631754000000,2021-09-16 01:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,7307.359530984177,7305.16798059
1631750400000,2021-09-16 00:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,319.52932045547396,319.46542737
1631746800000,2021-09-15 23:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,1639.399781913504,1639.07196752
1631743200000,2021-09-15 22:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,1412.5162794454948,1412.0926516499999
1631739600000,2021-09-15 21:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,264.55569486558795,264.47635196
1631736000000,2021-09-15 20:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,254.474805285722,254.39848574
1631732400000,2021-09-15 19:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0003,4270.760473548898,4269.47962966
1631728800000,2021-09-15 18:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0003,3323.6056357359244,3322.6088530800002
1631725200000,2021-09-15 17:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,1083.742485366042,1083.52578021
1631721600000,2021-09-15 16:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,13347.97954350518,13343.9763506
1631718000000,2021-09-15 15:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,1822.4318649903,1822.0674515
1631714400000,2021-09-15 14:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,6583.464213816852,6582.14778426
1631710800000,2021-09-15 13:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,121.183203914424,121.15897212
1631707200000,2021-09-15 12:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,484.04943892968,483.9526484
1631703600000,2021-09-15 11:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,48.262731126102004,48.253080510000004
1631700000000,2021-09-15 10:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,72.33012528242999,72.31566215
1631696400000,2021-09-15 09:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0003,21.127077022239998,21.1207408
1631692800000,2021-09-15 08:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0002,1191.351476640798,1191.11325399
1631689200000,2021-09-15 07:00:00,DAI/USD,1.0002,1.0002,1.0001,1.0002,21.469595110409998,21.46530205
1631685600000,2021-09-15 06:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0003,21484.86865390791,21478.42512637
1631682000000,2021-09-15 05:00:00,DAI/USD,1.0003,1.0004,1.0003,1.0003,21.126797178312,21.120461040000002
1631678400000,2021-09-15 04:00:00,DAI/USD,1.0003,1.0004,1.0003,1.0003,117.889470324227,117.85411409000001
1631674800000,2021-09-15 03:00:00,DAI/USD,1.0003,1.0004,1.0003,1.0003,30.96256688427,30.953280900000003
1631671200000,2021-09-15 02:00:00,DAI/USD,1.0003,1.0004,1.0002,1.0004,19168.54321092375,19160.87885938
1631667600000,2021-09-15 01:00:00,DAI/USD,1.0003,1.0004,1.0003,1.0004,1811.2378863623558,1810.51368089
1631664000000,2021-09-15 00:00:00,DAI/USD,1.0007,1.0007,1.0003,1.0005,324.76091524797,324.59861594
1631660400000,2021-09-14 23:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0005,653.726691245625,653.3999912500001
1631656800000,2021-09-14 22:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0005,135.583011416895,135.51525379
1631653200000,2021-09-14 21:00:00,DAI/USD,1.0003,1.0004,1.0003,1.0003,19.07893376354,19.0732118
1631649600000,2021-09-14 20:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0005,4175.54251835523,4173.45579046
1631646000000,2021-09-14 19:00:00,DAI/USD,1.0002,1.0003,1.0002,1.0003,90.640097414062,90.61291354
1631642400000,2021-09-14 18:00:00,DAI/USD,1.0003,1.0004,1.0002,1.0002,8341.705286825872,8340.037279369999
1631638800000,2021-09-14 17:00:00,DAI/USD,1.0003,1.0005,1.0002,1.0002,10771.88710208109,10769.73315545
1631635200000,2021-09-14 16:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0005,1871.7995564521948,1870.86412439
1631631600000,2021-09-14 15:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0003,2372.430628543843,2371.71911281
1631628000000,2021-09-14 14:00:00,DAI/USD,1.0003,1.0005,0.99987,1.0005,3731.5744074363297,3729.70955266
1631624400000,2021-09-14 13:00:00,DAI/USD,1.0002,1.0005,1.0002,1.0003,1739.9831566554778,1739.4613182599999
1631620800000,2021-09-14 12:00:00,DAI/USD,1.0005,1.0008,1.0,1.0003,1245.689957758855,1245.31636285
1631617200000,2021-09-14 11:00:00,DAI/USD,1.0008,1.0008,1.0003,1.0003,34.076361792585,34.066141949999995
1631613600000,2021-09-14 10:00:00,DAI/USD,1.0002,1.0008,1.0002,1.0003,241.902461783843,241.82991281
1631610000000,2021-09-14 09:00:00,DAI/USD,1.0003,1.0003,1.0002,1.0002,76.13266283787,76.11743935
1631606400000,2021-09-14 08:00:00,DAI/USD,1.0002,1.0005,1.0002,1.0002,7983.713941933685,7982.11751843
1631602800000,2021-09-14 07:00:00,DAI/USD,1.0002,1.0005,1.0001,1.0005,1569.3120416889,1568.5277778000002
1631599200000,2021-09-14 06:00:00,DAI/USD,1.0002,1.0007,1.0002,1.0006,53.325631873408,53.29365568
1631595600000,2021-09-14 05:00:00,DAI/USD,1.0003,1.0007,1.0002,1.0007,18.646625627484,18.63358212
1631592000000,2021-09-14 04:00:00,DAI/USD,1.0003,1.0008,1.0003,1.0003,231.955627808597,231.88606199
1631588400000,2021-09-14 03:00:00,DAI/USD,1.0003,1.0007,1.0003,1.0003,79.047248212345,79.02354115
1631584800000,2021-09-14 02:00:00,DAI/USD,1.0007,1.0008,1.0002,1.0008,831.6942577473599,831.0294342
1631581200000,2021-09-14 01:00:00,DAI/USD,1.0003,1.0006,1.0003,1.0003,39.999443884295,39.98744765
1631577600000,2021-09-14 00:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0003,398.431928910554,398.31243518
1631574000000,2021-09-13 23:00:00,DAI/USD,1.0003,1.0005,1.0003,1.0003,98.130513885068,98.10108356
1631570400000,2021-09-13 22:00:00,DAI/USD,1.0003,1.0006,1.0003,1.0003,298.99679784771297,298.90712571
1631566800000,2021-09-13 21:00:00,DAI/USD,1.0002,1.0005,1.0002,1.0003,35.095039614278,35.08451426
1631563200000,2021-09-13 20:00:00,DAI/USD,1.0005,1.0008,1.0002,1.0002,1079.510219912208,1079.29436104
1631559600000,2021-09-13 19:00:00,DAI/USD,1.0002,1.0004,1.0002,1.0004,1231.325281649388,1230.83294847
1631556000000,2021-09-13 18:00:00,DAI/USD,1.0001,1.0007,0.9999,1.0002,6552.020798941362,6550.71065681
1631552400000,2021-09-13 17:00:00,DAI/USD,1.0002,1.0005,1.0002,1.0004,2193.04378286644,2192.1669161
1631548800000,2021-09-13 16:00:00,DAI/USD,1.0002,1.0007,1.0001,1.0007,727.1907589270289,726.68208147
1631545200000,2021-09-13 15:00:00,DAI/USD,1.0003,1.0004,1.0001,1.0002,7626.625830782124,7625.10081062
1631541600000,2021-09-13 14:00:00,DAI/USD,1.0001,1.0004,1.0001,1.0001,4978.573329432188,4978.07552188
1631538000000,2021-09-13 13:00:00,DAI/USD,1.0004,1.0006,1.0001,1.0006,1003.9014553754139,1003.29947569
1631534400000,2021-09-13 12:00:00,DAI/USD,1.0004,1.0004,1.0001,1.0004,894.6794193562719,894.32169068
